datetime,temperature,humidite,precipitation,heure,minute,seconde
2022-10-18 15:38:37.758879440,13.4,77.2,0.168,15,38,37
2022-10-19 00:23:46.313156580,14.5,72.5,0.0,00,23,46
2022-10-19 09:08:54.867433716,14.2,75.2,0.946,09,08,54
2022-10-19 17:54:03.421710856,9.7,73.9,3.548,17,54,03
2022-10-20 02:39:11.975987996,7.8,66.3,0.044,02,39,11
2022-10-20 11:24:20.530265132,7.9,63.0,0.024,11,24,20
2022-10-20 20:09:29.084542272,10.0,66.7,0.0,20,09,29
2022-10-21 04:54:37.638819412,11.0,81.7,0.301,04,54,37
2022-10-21 13:39:46.193096548,7.7,89.4,5.877,13,39,46
2022-10-21 22:24:54.747373688,7.3,89.7,4.825,22,24,54
2022-10-22 07:10:03.301650828,8.7,93.4,1.972,07,10,03
2022-10-22 15:55:11.855927964,9.5,81.6,0.724,15,55,11
2022-10-23 00:40:20.410205104,10.7,76.3,0.0,00,40,20
2022-10-23 09:25:28.964482240,9.6,85.5,0.808,09,25,28
2022-10-23 18:10:37.518759380,9.7,85.4,1.329,18,10,37
2022-10-24 02:55:46.073036520,9.9,81.2,0.0,02,55,46
2022-10-24 11:40:54.627313656,9.8,85.8,0.0,11,40,54
2022-10-24 20:26:03.181590796,11.4,87.7,2.285,20,26,03
2022-10-25 05:11:11.735867936,14.9,65.7,1.733,05,11,11
2022-10-25 13:56:20.290145072,9.3,87.2,25.735,13,56,20
2022-10-25 22:41:28.844422212,4.8,81.9,18.487,22,41,28
2022-10-26 07:26:37.398699352,6.1,59.0,1.216,07,26,37
2022-10-26 16:11:45.952976488,9.9,54.8,0.0,16,11,45
2022-10-27 00:56:54.507253628,14.9,63.8,0.049,00,56,54
2022-10-27 09:42:03.061530768,14.1,78.1,3.331,09,42,03
2022-10-27 18:27:11.615807904,14.5,82.2,6.36,18,27,11
2022-10-28 03:12:20.170085044,12.8,83.8,0.845,03,12,20
2022-10-28 11:57:28.724362180,8.4,86.1,8.339,11,57,28
2022-10-28 20:42:37.278639320,10.1,79.8,1.194,20,42,37
2022-10-29 05:27:45.832916460,9.5,80.9,5.806,05,27,45
2022-10-29 14:12:54.387193596,10.1,76.2,0.0,14,12,54
2022-10-29 22:58:02.941470736,10.7,77.9,0.018,22,58,02
2022-10-30 07:43:11.495747876,9.7,87.6,6.17,07,43,11
2022-10-30 16:28:20.050025012,9.7,89.3,5.996,16,28,20
2022-10-31 01:13:28.604302152,10.3,90.1,15.007,01,13,28
2022-10-31 09:58:37.158579292,13.2,73.9,4.651,09,58,37
2022-10-31 18:43:45.712856428,16.4,58.3,0.0,18,43,45
2022-11-01 03:28:54.267133568,17.9,57.6,0.0,03,28,54
2022-11-01 12:14:02.821410708,17.4,60.8,0.0,12,14,02
2022-11-01 20:59:11.375687844,15.0,75.6,0.09,20,59,11
2022-11-02 05:44:19.929964984,12.3,86.6,0.713,05,44,19
2022-11-02 14:29:28.484242120,12.4,87.1,3.239,14,29,28
2022-11-02 23:14:37.038519260,12.7,83.9,0.664,23,14,37
2022-11-03 07:59:45.592796400,13.7,81.3,8.735,07,59,45
2022-11-03 16:44:54.147073536,14.1,62.9,0.112,16,44,54
2022-11-04 01:30:02.701350676,12.2,74.9,0.0,01,30,02
2022-11-04 10:15:11.255627816,12.4,73.7,0.0,10,15,11
2022-11-04 19:00:19.809904952,15.6,65.4,0.279,19,00,19
2022-11-05 03:45:28.364182092,14.8,81.3,11.766,03,45,28
2022-11-05 12:30:36.918459232,11.3,87.1,27.921,12,30,36
2022-11-05 21:15:45.472736368,11.2,63.6,3.794,21,15,45
2022-11-06 06:00:54.027013508,11.8,57.5,0.0,06,00,54
2022-11-06 14:46:02.581290648,13.3,65.8,0.0,14,46,02
2022-11-06 23:31:11.135567784,15.0,63.3,0.0,23,31,11
2022-11-07 08:16:19.689844924,15.9,43.5,0.189,08,16,19
2022-11-07 17:01:28.244122060,16.2,55.7,0.018,17,01,28
2022-11-08 01:46:36.798399200,14.7,83.5,6.389,01,46,36
2022-11-08 10:31:45.352676340,13.3,82.0,0.015,10,31,45
2022-11-08 19:16:53.906953476,13.7,82.5,2.743,19,16,53
2022-11-09 04:02:02.461230616,14.6,79.9,0.049,04,02,02
2022-11-09 12:47:11.015507756,14.2,76.4,0.0,12,47,11
2022-11-09 21:32:19.569784892,13.6,76.0,0.024,21,32,19
2022-11-10 06:17:28.124062032,13.2,72.4,0.0,06,17,28
2022-11-10 15:02:36.678339172,13.0,73.2,0.0,15,02,36
2022-11-10 23:47:45.232616308,12.6,79.4,0.0,23,47,45
2022-11-11 08:32:53.786893448,14.1,72.5,0.0,08,32,53
2022-11-11 17:18:02.341170588,15.0,59.6,0.0,17,18,02
2022-11-12 02:03:10.895447724,18.4,53.2,0.0,02,03,10
2022-11-12 10:48:19.449724864,20.4,58.2,0.089,10,48,19
2022-11-12 19:33:28.004002000,16.9,85.9,7.822,19,33,28
2022-11-13 04:18:36.558279140,14.6,90.5,11.432,04,18,36
2022-11-13 13:03:45.112556280,15.4,87.3,10.51,13,03,45
2022-11-13 21:48:53.666833416,16.6,82.0,0.758,21,48,53
2022-11-14 06:34:02.221110556,16.8,80.2,0.094,06,34,02
2022-11-14 15:19:10.775387696,17.5,73.9,0.017,15,19,10
2022-11-15 00:04:19.329664832,16.9,80.2,0.095,00,04,19
2022-11-15 08:49:27.883941972,17.0,80.0,0.108,08,49,27
2022-11-15 17:34:36.438219112,17.7,79.7,0.0,17,34,36
2022-11-16 02:19:44.992496248,18.7,77.2,0.0,02,19,44
2022-11-16 11:04:53.546773388,18.9,76.1,0.0,11,04,53
2022-11-16 19:50:02.101050528,18.1,83.9,0.046,19,50,02
2022-11-17 04:35:10.655327664,18.6,84.9,0.72,04,35,10
2022-11-17 13:20:19.209604804,19.8,82.2,0.012,13,20,19
2022-11-17 22:05:27.763881940,20.4,73.2,0.0,22,05,27
2022-11-18 06:50:36.318159080,20.7,63.6,0.0,06,50,36
2022-11-18 15:35:44.872436220,21.4,58.6,0.0,15,35,44
2022-11-19 00:20:53.426713356,20.5,74.4,0.637,00,20,53
2022-11-19 09:06:01.980990496,19.1,85.9,5.109,09,06,01
2022-11-19 17:51:10.535267636,19.4,73.6,0.292,17,51,10
2022-11-20 02:36:19.089544772,20.1,74.2,0.0,02,36,19
2022-11-20 11:21:27.643821912,20.0,74.4,0.0,11,21,27
2022-11-20 20:06:36.198099052,20.7,73.1,0.0,20,06,36
2022-11-21 04:51:44.752376188,20.6,73.8,0.0,04,51,44
2022-11-21 13:36:53.306653328,20.4,74.9,0.0,13,36,53
2022-11-21 22:22:01.860930468,21.4,69.5,0.0,22,22,01
2022-11-22 07:07:10.415207604,20.6,76.8,0.102,07,07,10
2022-11-22 15:52:18.969484744,20.0,70.9,0.545,15,52,18
2022-11-23 00:37:27.523761880,20.5,78.8,0.25,00,37,27
2022-11-23 09:22:36.078039020,21.9,75.1,0.0,09,22,36
2022-11-23 18:07:44.632316160,23.1,67.5,0.01,18,07,44
2022-11-24 02:52:53.186593296,22.5,78.5,4.652,02,52,53
2022-11-24 11:38:01.740870436,22.7,76.0,2.183,11,38,01
2022-11-24 20:23:10.295147576,23.0,75.8,1.277,20,23,10
2022-11-25 05:08:18.849424712,22.5,75.3,0.0,05,08,18
2022-11-25 13:53:27.403701852,22.6,75.5,0.0,13,53,27
2022-11-25 22:38:35.957978992,23.8,69.9,0.0,22,38,35
2022-11-26 07:23:44.512256128,24.8,66.1,0.0,07,23,44
2022-11-26 16:08:53.066533268,25.2,59.6,0.0,16,08,53
2022-11-27 00:54:01.620810408,24.0,69.0,0.0,00,54,01
2022-11-27 09:39:10.175087544,23.4,74.8,0.0,09,39,10
2022-11-27 18:24:18.729364684,25.3,63.2,0.14,18,24,18
2022-11-28 03:09:27.283641820,24.9,63.7,0.0,03,09,27
2022-11-28 11:54:35.837918960,21.6,68.4,0.071,11,54,35
2022-11-28 20:39:44.392196100,22.2,61.9,0.049,20,39,44
2022-11-29 05:24:52.946473236,24.2,50.1,0.0,05,24,52
2022-11-29 14:10:01.500750376,25.3,53.1,0.0,14,10,01
2022-11-29 22:55:10.055027516,26.4,58.8,0.0,22,55,10
2022-11-30 07:40:18.609304652,26.3,68.9,0.0,07,40,18
2022-11-30 16:25:27.163581792,25.7,73.4,0.0,16,25,27
2022-12-01 01:10:35.717858932,26.9,68.8,0.0,01,10,35
2022-12-01 09:55:44.272136068,26.9,65.8,0.0,09,55,44
2022-12-01 18:40:52.826413208,24.5,68.9,8.022,18,40,52
2022-12-02 03:26:01.380690348,23.1,54.7,2.937,03,26,01
2022-12-02 12:11:09.934967484,24.1,59.4,0.0,12,11,09
2022-12-02 20:56:18.489244624,25.3,63.6,0.0,20,56,18
2022-12-03 05:41:27.043521760,26.8,64.9,0.0,05,41,27
2022-12-03 14:26:35.597798900,28.2,58.8,0.0,14,26,35
2022-12-03 23:11:44.152076040,29.2,58.6,0.0,23,11,44
2022-12-04 07:56:52.706353176,28.0,57.0,0.0,07,56,52
2022-12-04 16:42:01.260630316,26.0,61.2,0.0,16,42,01
2022-12-05 01:27:09.814907456,26.0,64.0,0.0,01,27,09
2022-12-05 10:12:18.369184592,26.0,59.0,0.0,10,12,18
2022-12-05 18:57:26.923461732,26.0,64.0,0.0,18,57,26
2022-12-06 03:42:35.477738872,27.6,54.7,0.0,03,42,35
2022-12-06 12:27:44.032016008,27.8,66.2,0.0,12,27,44
2022-12-06 21:12:52.586293148,27.6,69.8,0.0,21,12,52
2022-12-07 05:58:01.140570288,29.2,60.8,0.0,05,58,01
2022-12-07 14:43:09.694847424,27.2,61.7,0.0,14,43,09
2022-12-07 23:28:18.249124564,27.0,52.1,0.0,23,28,18
2022-12-08 08:13:26.803401700,30.7,43.4,0.0,08,13,26
2022-12-08 16:58:35.357678840,26.0,59.8,0.857,16,58,35
2022-12-09 01:43:43.911955980,23.2,59.7,0.318,01,43,43
2022-12-09 10:28:52.466233116,24.2,54.3,0.0,10,28,52
2022-12-09 19:14:01.020510256,24.5,59.8,0.0,19,14,01
2022-12-10 03:59:09.574787396,24.7,64.0,0.0,03,59,09
2022-12-10 12:44:18.129064532,25.3,69.0,0.0,12,44,18
2022-12-10 21:29:26.683341672,25.7,67.3,0.0,21,29,26
2022-12-11 06:14:35.237618812,28.9,53.3,0.0,06,14,35
2022-12-11 14:59:43.791895948,30.5,45.7,0.0,14,59,43
2022-12-11 23:44:52.346173088,27.6,69.4,0.0,23,44,52
2022-12-12 08:30:00.900450228,28.4,64.2,0.0,08,30,00
2022-12-12 17:15:09.454727364,27.2,64.7,0.0,17,15,09
2022-12-13 02:00:18.009004504,25.2,69.0,0.0,02,00,18
2022-12-13 10:45:26.563281640,23.6,65.3,0.01,10,45,26
2022-12-13 19:30:35.117558780,24.3,69.9,0.024,19,30,35
2022-12-14 04:15:43.671835920,24.3,66.9,8.721,04,15,43
2022-12-14 13:00:52.226113056,25.0,63.0,0.0,13,00,52
2022-12-14 21:46:00.780390196,25.5,71.3,0.0,21,46,00
2022-12-15 06:31:09.334667336,26.2,77.8,0.092,06,31,09
2022-12-15 15:16:17.888944472,26.0,81.6,0.003,15,16,17
2022-12-16 00:01:26.443221612,25.8,80.1,0.01,00,01,26
2022-12-16 08:46:34.997498752,27.2,74.0,0.0,08,46,34
2022-12-16 17:31:43.551775888,26.9,74.3,0.0,17,31,43
2022-12-17 02:16:52.106053028,27.0,71.3,0.0,02,16,52
2022-12-17 11:02:00.660330168,27.4,68.4,0.0,11,02,00
2022-12-17 19:47:09.214607304,27.3,71.5,0.0,19,47,09
2022-12-18 04:32:17.768884444,28.2,64.8,0.0,04,32,17
2022-12-18 13:17:26.323161580,27.8,69.3,0.0,13,17,26
2022-12-18 22:02:34.877438720,27.1,71.4,0.0,22,02,34
2022-12-19 06:47:43.431715860,27.0,67.5,0.0,06,47,43
2022-12-19 15:32:51.985992996,27.3,61.4,0.0,15,32,51
2022-12-20 00:18:00.540270136,26.0,68.3,0.0,00,18,00
2022-12-20 09:03:09.094547276,25.9,67.7,0.0,09,03,09
2022-12-20 17:48:17.648824412,27.0,68.7,0.0,17,48,17
2022-12-21 02:33:26.203101552,26.6,71.7,0.0,02,33,26
2022-12-21 11:18:34.757378692,27.4,65.6,0.0,11,18,34
2022-12-21 20:03:43.311655828,26.4,66.1,0.0,20,03,43
2022-12-22 04:48:51.865932968,26.5,68.2,0.0,04,48,51
2022-12-22 13:34:00.420210108,26.0,63.1,0.19,13,34,00
2022-12-22 22:19:08.974487244,24.8,59.8,0.0,22,19,08
2022-12-23 07:04:17.528764384,25.0,68.6,0.649,07,04,17
2022-12-23 15:49:26.083041520,25.3,69.4,0.084,15,49,26
2022-12-24 00:34:34.637318660,25.5,66.2,0.0,00,34,34
2022-12-24 09:19:43.191595800,25.2,59.7,0.0,09,19,43
2022-12-24 18:04:51.745872936,23.7,57.4,0.0,18,04,51
2022-12-25 02:50:00.300150076,23.3,59.2,0.688,02,50,00
2022-12-25 11:35:08.854427216,22.3,58.0,0.0,11,35,08
2022-12-25 20:20:17.408704352,22.3,59.7,0.0,20,20,17
2022-12-26 05:05:25.962981492,22.4,61.0,0.0,05,05,25
2022-12-26 13:50:34.517258632,22.4,61.2,0.0,13,50,34
2022-12-26 22:35:43.071535768,22.2,69.1,0.0,22,35,43
2022-12-27 07:20:51.625812908,23.2,70.0,0.0,07,20,51
2022-12-27 16:06:00.180090048,23.6,67.0,0.0,16,06,00
2022-12-28 00:51:08.734367184,22.3,57.9,0.0,00,51,08
2022-12-28 09:36:17.288644324,22.6,59.5,0.0,09,36,17
2022-12-28 18:21:25.842921460,21.5,65.3,0.0,18,21,25
2022-12-29 03:06:34.397198600,21.6,67.0,0.0,03,06,34
2022-12-29 11:51:42.951475740,21.5,74.9,0.0,11,51,42
2022-12-29 20:36:51.505752876,23.4,71.0,0.0,20,36,51
2022-12-30 05:22:00.060030016,23.2,67.9,0.0,05,22,00
2022-12-30 14:07:08.614307156,22.5,79.9,0.0,14,07,08
2022-12-30 22:52:17.168584292,22.4,72.2,0.0,22,52,17
2022-12-31 07:37:25.722861432,21.5,73.6,0.4,07,37,25
2022-12-31 16:22:34.277138572,12.1,76.2,0.0,16,22,34
2023-01-01 01:07:42.831415708,11.5,81.1,0.042,01,07,42
2023-01-01 09:52:51.385692848,12.0,80.6,0.0,09,52,51
2023-01-01 18:37:59.939969988,12.3,81.7,0.0,18,37,59
2023-01-02 03:23:08.494247124,14.1,74.8,0.0,03,23,08
2023-01-02 12:08:17.048524264,16.2,72.1,0.624,12,08,17
2023-01-02 20:53:25.602801400,14.1,73.1,0.0,20,53,25
2023-01-03 05:38:34.157078540,11.2,85.5,0.0,05,38,34
2023-01-03 14:23:42.711355680,13.7,67.6,0.0,14,23,42
2023-01-03 23:08:51.265632816,13.4,58.4,0.0,23,08,51
2023-01-04 07:53:59.819909956,12.9,77.3,0.0,07,53,59
2023-01-04 16:39:08.374187096,12.7,80.5,0.0,16,39,08
2023-01-05 01:24:16.928464232,14.7,66.2,0.0,01,24,16
2023-01-05 10:09:25.482741372,13.6,70.4,2.806,10,09,25
2023-01-05 18:54:34.037018512,13.4,67.0,0.0,18,54,34
2023-01-06 03:39:42.591295648,14.4,64.4,0.0,03,39,42
2023-01-06 12:24:51.145572788,16.8,58.3,0.0,12,24,51
2023-01-06 21:09:59.699849928,19.0,56.1,0.0,21,09,59
2023-01-07 05:55:08.254127064,19.6,62.7,0.0,05,55,08
2023-01-07 14:40:16.808404204,21.0,53.1,0.0,14,40,16
2023-01-07 23:25:25.362681340,21.2,48.7,0.0,23,25,25
2023-01-08 08:10:33.916958480,18.7,64.1,0.0,08,10,33
2023-01-08 16:55:42.471235620,16.6,76.1,0.0,16,55,42
2023-01-09 01:40:51.025512756,16.1,75.1,0.0,01,40,51
2023-01-09 10:25:59.579789896,15.0,75.9,0.0,10,25,59
2023-01-09 19:11:08.134067036,15.3,78.9,0.0,19,11,08
2023-01-10 03:56:16.688344172,16.8,78.1,0.0,03,56,16
2023-01-10 12:41:25.242621312,16.1,79.7,0.0,12,41,25
2023-01-10 21:26:33.796898452,15.4,84.1,0.0,21,26,33
2023-01-11 06:11:42.351175588,15.6,89.7,4.566,06,11,42
2023-01-11 14:56:50.905452728,16.2,93.3,4.927,14,56,50
2023-01-11 23:41:59.459729864,17.8,79.6,0.277,23,41,59
2023-01-12 08:27:08.014007004,17.3,88.4,8.403,08,27,08
2023-01-12 17:12:16.568284144,18.2,84.3,5.429,17,12,16
2023-01-13 01:57:25.122561280,17.8,81.6,2.906,01,57,25
2023-01-13 10:42:33.676838420,17.1,66.8,5.307,10,42,33
2023-01-13 19:27:42.231115560,15.8,62.0,0.0,19,27,42
2023-01-14 04:12:50.785392696,18.3,55.8,0.0,04,12,50
2023-01-14 12:57:59.339669836,22.0,52.9,0.0,12,57,59
2023-01-14 21:43:07.893946976,23.7,56.4,0.0,21,43,07
2023-01-15 06:28:16.448224112,24.0,54.3,0.0,06,28,16
2023-01-15 15:13:25.002501252,23.6,59.8,0.519,15,13,25
2023-01-15 23:58:33.556778392,22.9,68.4,0.141,23,58,33
2023-01-16 08:43:42.111055528,20.9,72.1,0.552,08,43,42
2023-01-16 17:28:50.665332668,20.3,71.8,0.0,17,28,50
2023-01-17 02:13:59.219609804,19.8,76.7,0.0,02,13,59
2023-01-17 10:59:07.773886944,20.5,76.2,0.0,10,59,07
2023-01-17 19:44:16.328164084,21.8,70.0,0.0,19,44,16
2023-01-18 04:29:24.882441220,21.4,79.1,2.382,04,29,24
2023-01-18 13:14:33.436718360,22.5,74.9,0.433,13,14,33
2023-01-18 21:59:41.990995500,20.4,84.4,9.67,21,59,41
2023-01-19 06:44:50.545272636,20.3,76.4,0.0,06,44,50
2023-01-19 15:29:59.099549776,20.1,79.0,1.276,15,29,59
2023-01-20 00:15:07.653826916,21.3,72.6,0.0,00,15,07
2023-01-20 09:00:16.208104052,21.3,63.1,0.0,09,00,16
2023-01-20 17:45:24.762381192,22.2,62.9,0.0,17,45,24
2023-01-21 02:30:33.316658332,21.7,65.5,0.0,02,30,33
2023-01-21 11:15:41.870935468,20.3,61.9,0.0,11,15,41
2023-01-21 20:00:50.425212608,21.3,66.5,0.0,20,00,50
2023-01-22 04:45:58.979489744,23.3,70.4,2.331,04,45,58
2023-01-22 13:31:07.533766884,25.1,65.0,0.0,13,31,07
2023-01-22 22:16:16.088044024,25.3,64.0,0.276,22,16,16
2023-01-23 07:01:24.642321160,24.6,72.1,0.0,07,01,24
2023-01-23 15:46:33.196598300,25.2,64.7,0.0,15,46,33
2023-01-24 00:31:41.750875440,24.0,68.3,0.0,00,31,41
2023-01-24 09:16:50.305152576,24.1,66.1,0.03,09,16,50
2023-01-24 18:01:58.859429716,23.8,63.5,0.0,18,01,58
2023-01-25 02:47:07.413706856,23.3,61.4,0.0,02,47,07
2023-01-25 11:32:15.967983992,23.6,69.8,0.018,11,32,15
2023-01-25 20:17:24.522261132,26.0,64.8,0.017,20,17,24
2023-01-26 05:02:33.076538272,25.1,65.1,4.443,05,02,33
2023-01-26 13:47:41.630815408,21.6,81.5,7.388,13,47,41
2023-01-26 22:32:50.185092548,23.2,77.2,0.542,22,32,50
2023-01-27 07:17:58.739369684,24.4,73.3,21.208,07,17,58
2023-01-27 16:03:07.293646824,25.4,70.5,0.0,16,03,07
2023-01-28 00:48:15.847923964,25.2,72.7,0.0,00,48,15
2023-01-28 09:33:24.402201100,24.5,76.4,0.0,09,33,24
2023-01-28 18:18:32.956478240,23.2,73.0,1.505,18,18,32
2023-01-29 03:03:41.510755380,22.0,61.8,0.0,03,03,41
2023-01-29 11:48:50.065032516,22.7,61.1,0.0,11,48,50
2023-01-29 20:33:58.619309656,24.3,73.2,0.609,20,33,58
2023-01-30 05:19:07.173586796,23.9,78.1,0.611,05,19,07
2023-01-30 14:04:15.727863932,23.0,75.6,27.759,14,04,15
2023-01-30 22:49:24.282141072,23.0,74.4,1.957,22,49,24
2023-01-31 07:34:32.836418212,24.2,70.9,0.0,07,34,32
2023-01-31 16:19:41.390695348,25.0,68.6,0.0,16,19,41
2023-02-01 01:04:49.944972488,25.9,56.3,0.0,01,04,49
2023-02-01 09:49:58.499249624,27.4,46.1,0.0,09,49,58
2023-02-01 18:35:07.053526764,28.2,46.5,0.0,18,35,07
2023-02-02 03:20:15.607803904,27.3,48.5,0.0,03,20,15
2023-02-02 12:05:24.162081040,25.7,60.8,0.0,12,05,24
2023-02-02 20:50:32.716358180,26.2,60.7,0.0,20,50,32
2023-02-03 05:35:41.270635320,26.2,63.7,0.0,05,35,41
2023-02-03 14:20:49.824912456,26.1,67.1,0.0,14,20,49
2023-02-03 23:05:58.379189596,26.6,68.9,0.0,23,05,58
2023-02-04 07:51:06.933466736,26.7,67.1,0.0,07,51,06
2023-02-04 16:36:15.487743872,26.9,66.3,0.0,16,36,15
2023-02-05 01:21:24.042021012,27.2,65.9,0.0,01,21,24
2023-02-05 10:06:32.596298152,27.0,69.7,1.33,10,06,32
2023-02-05 18:51:41.150575288,26.9,58.6,0.0,18,51,41
2023-02-06 03:36:49.704852428,26.5,59.7,0.023,03,36,49
2023-02-06 12:21:58.259129564,27.0,59.5,0.054,12,21,58
2023-02-06 21:07:06.813406704,25.8,63.9,0.218,21,07,06
2023-02-07 05:52:15.367683844,25.8,61.1,0.269,05,52,15
2023-02-07 14:37:23.921960980,26.5,64.3,2.034,14,37,23
2023-02-07 23:22:32.476238120,26.8,69.3,0.058,23,22,32
2023-02-08 08:07:41.030515260,27.4,69.6,1.216,08,07,41
2023-02-08 16:52:49.584792396,28.5,61.7,0.0,16,52,49
2023-02-09 01:37:58.139069536,23.1,80.4,35.601,01,37,58
2023-02-09 10:23:06.693346676,24.2,77.0,2.963,10,23,06
2023-02-09 19:08:15.247623812,25.6,74.1,1.398,19,08,15
2023-02-10 03:53:23.801900952,25.6,75.6,0.512,03,53,23
2023-02-10 12:38:32.356178092,26.0,73.1,4.468,12,38,32
2023-02-10 21:23:40.910455228,26.4,70.8,5.872,21,23,40
2023-02-11 06:08:49.464732368,27.1,73.2,0.0,06,08,49
2023-02-11 14:53:58.019009504,27.4,72.6,0.046,14,53,58
2023-02-11 23:39:06.573286644,27.8,74.3,1.111,23,39,06
2023-02-12 08:24:15.127563784,28.2,71.9,0.188,08,24,15
2023-02-12 17:09:23.681840920,27.8,68.7,0.0,17,09,23
2023-02-13 01:54:32.236118060,28.2,61.7,0.0,01,54,32
2023-02-13 10:39:40.790395200,28.0,64.2,0.0,10,39,40
2023-02-13 19:24:49.344672336,27.6,68.4,0.0,19,24,49
2023-02-14 04:09:57.898949476,27.8,66.6,0.0,04,09,57
2023-02-14 12:55:06.453226616,27.9,69.0,0.0,12,55,06
2023-02-14 21:40:15.007503752,27.8,62.2,0.0,21,40,15
2023-02-15 06:25:23.561780892,27.7,58.9,0.0,06,25,23
2023-02-15 15:10:32.116058032,26.3,49.3,0.0,15,10,32
2023-02-15 23:55:40.670335168,25.7,51.0,0.0,23,55,40
2023-02-16 08:40:49.224612308,25.8,53.0,0.0,08,40,49
2023-02-16 17:25:57.778889444,25.9,62.7,0.0,17,25,57
2023-02-17 02:11:06.333166584,27.0,64.4,0.0,02,11,06
2023-02-17 10:56:14.887443724,26.5,73.1,0.0,10,56,14
2023-02-17 19:41:23.441720860,26.2,74.9,0.322,19,41,23
2023-02-18 04:26:31.995998000,27.3,72.5,0.027,04,26,31
2023-02-18 13:11:40.550275140,28.2,62.2,0.0,13,11,40
2023-02-18 21:56:49.104552276,26.9,58.3,0.0,21,56,49
2023-02-19 06:41:57.658829416,26.2,57.8,0.0,06,41,57
2023-02-19 15:27:06.213106556,26.6,65.4,0.0,15,27,06
2023-02-20 00:12:14.767383692,27.1,59.1,0.0,00,12,14
2023-02-20 08:57:23.321660832,26.6,70.0,0.0,08,57,23
2023-02-20 17:42:31.875937972,27.0,67.1,0.0,17,42,31
2023-02-21 02:27:40.430215108,26.0,71.6,0.0,02,27,40
2023-02-21 11:12:48.984492248,26.6,72.4,0.709,11,12,48
2023-02-21 19:57:57.538769384,27.4,70.7,0.166,19,57,57
2023-02-22 04:43:06.093046528,27.0,71.4,0.213,04,43,06
2023-02-22 13:28:14.647323664,26.2,75.6,0.018,13,28,14
2023-02-22 22:13:23.201600800,27.4,69.1,0.0,22,13,23
2023-02-23 06:58:31.755877944,27.4,71.8,0.0,06,58,31
2023-02-23 15:43:40.310155080,27.6,73.1,0.0,15,43,40
2023-02-24 00:28:48.864432216,27.3,71.8,0.0,00,28,48
2023-02-24 09:13:57.418709352,26.1,72.5,0.0,09,13,57
2023-02-24 17:59:05.972986496,25.8,72.5,0.039,17,59,05
2023-02-25 02:44:14.527263632,22.9,74.4,34.969,02,44,14
2023-02-25 11:29:23.081540768,24.0,72.1,3.912,11,29,23
2023-02-25 20:14:31.635817912,24.7,72.7,0.506,20,14,31
2023-02-26 04:59:40.190095048,23.7,68.9,0.116,04,59,40
2023-02-26 13:44:48.744372184,22.4,63.0,1.544,13,44,48
2023-02-26 22:29:57.298649328,21.4,71.5,15.869,22,29,57
2023-02-27 07:15:05.852926464,21.4,70.4,2.682,07,15,05
2023-02-27 16:00:14.407203600,23.3,74.1,0.946,16,00,14
2023-02-28 00:45:22.961480744,20.7,84.8,46.978,00,45,22
2023-02-28 09:30:31.515757880,23.1,70.8,4.934,09,30,31
2023-02-28 18:15:40.070035016,24.2,71.4,1.656,18,15,40
2023-03-01 03:00:48.624312160,23.6,64.8,0.0,03,00,48
2023-03-01 11:45:57.178589296,22.3,61.6,0.0,11,45,57
2023-03-01 20:31:05.732866432,22.1,63.6,0.0,20,31,05
2023-03-02 05:16:14.287143576,22.1,67.3,0.0,05,16,14
2023-03-02 14:01:22.841420712,23.4,68.0,0.0,14,01,22
2023-03-02 22:46:31.395697848,23.2,72.7,0.0,22,46,31
2023-03-03 07:31:39.949974992,22.4,77.7,0.0,07,31,39
2023-03-03 16:16:48.504252128,22.2,73.6,0.018,16,16,48
2023-03-04 01:01:57.058529264,16.9,78.0,1.419,01,01,57
2023-03-04 09:47:05.612806408,15.1,71.3,5.586,09,47,05
2023-03-04 18:32:14.167083544,17.0,65.4,0.791,18,32,14
2023-03-05 03:17:22.721360680,18.9,71.7,0.063,03,17,22
2023-03-05 12:02:31.275637824,20.6,73.4,0.045,12,02,31
2023-03-05 20:47:39.829914960,20.1,79.6,16.897,20,47,39
2023-03-06 05:32:48.384192096,21.1,80.4,4.064,05,32,48
2023-03-06 14:17:56.938469232,20.0,81.9,3.176,14,17,56
2023-03-06 23:03:05.492746376,20.5,80.1,0.018,23,03,05
2023-03-07 07:48:14.047023512,18.5,65.3,0.245,07,48,14
2023-03-07 16:33:22.601300648,17.8,57.5,0.0,16,33,22
2023-03-08 01:18:31.155577792,18.4,64.0,0.0,01,18,31
2023-03-08 10:03:39.709854928,18.9,71.0,0.0,10,03,39
2023-03-08 18:48:48.264132064,18.2,75.7,0.0,18,48,48
2023-03-09 03:33:56.818409208,18.6,71.5,0.0,03,33,56
2023-03-09 12:19:05.372686344,18.5,71.2,0.299,12,19,05
2023-03-09 21:04:13.926963480,18.0,83.5,1.927,21,04,13
2023-03-10 05:49:22.481240624,19.0,81.0,1.994,05,49,22
2023-03-10 14:34:31.035517760,19.0,76.3,0.014,14,34,31
2023-03-10 23:19:39.589794896,18.9,81.4,0.219,23,19,39
2023-03-11 08:04:48.144072040,18.8,81.9,0.329,08,04,48
2023-03-11 16:49:56.698349176,18.9,78.0,0.0,16,49,56
2023-03-12 01:35:05.252626312,19.0,83.6,0.318,01,35,05
2023-03-12 10:20:13.806903456,19.3,83.7,2.043,10,20,13
2023-03-12 19:05:22.361180592,19.3,80.6,0.0,19,05,22
